CatNum,DateNum,TimeNum,DescNum,DayNum,DistNum,ResNum,AddNum,X,Y
29,2,460,5,2,9,2,360,-122.4038884,37.75309457
6,4,66,24,7,10,1,125,-122.4028491,37.77585996
14,2,455,3,2,7,2,362,-122.4617714,37.72358479
18,4,66,129,7,10,1,125,-122.4028491,37.77585996
30,2,471,22,2,10,1,355,-122.40307,37.78526863
14,2,471,24,2,10,1,355,-122.40307,37.78526863
14,2,445,21,2,6,1,365,-122.4052545,37.7892525
17,3,342,45,1,10,2,355,-122.40307,37.78526863
29,2,440,60,2,7,2,367,-122.4692997,37.72669121
14,2,440,92,2,7,2,368,-122.5067409,37.74073948
14,2,440,3,2,1,2,369,-122.4185006,37.77643809
14,4,567,18,7,10,1,355,-122.40307,37.78526863
17,2,440,88,2,5,2,370,-122.4761649,37.77949315
18,2,440,131,2,9,2,371,-122.4417422,37.75168928
14,8,331,120,3,10,1,355,-122.40307,37.78526863
14,8,224,45,3,10,1,355,-122.40307,37.78526863
23,7,369,1,4,9,1,1560,-122.4032763,37.75253208
26,2,435,69,2,9,2,373,-122.4129975,37.75257225
2,7,369,77,4,9,1,1560,-122.4032763,37.75253208
23,7,369,81,4,9,1,1560,-122.4032763,37.75253208
17,2,431,15,2,5,2,375,-122.479384,37.7803327
14,1,418,8,3,10,1,125,-122.4034048,37.77542071
30,1,358,29,3,10,1,125,-122.4034048,37.77542071
17,2,424,111,2,1,2,377,-122.4287732,37.78472228
18,2,422,24,2,6,1,378,-122.414474,37.79322182
14,1,306,132,3,10,2,125,-122.4034048,37.77542071
18,2,605,20,2,10,1,125,-122.4034048,37.77542071
14,2,512,8,2,10,2,125,-122.4034048,37.77542071
30,2,389,49,2,10,1,125,-122.4034048,37.77542071
14,2,263,35,2,10,2,125,-122.4034048,37.77542071
2,2,410,77,2,4,2,381,-122.4027674,37.74822034
14,2,263,71,2,10,2,125,-122.4034048,37.77542071
14,2,35,93,2,10,2,125,-122.4034048,37.77542071
18,3,629,94,1,10,1,125,-122.4034048,37.77542071
18,3,492,113,1,10,2,125,-122.4034048,37.77542071
14,2,406,6,2,2,2,383,-122.4334093,37.76745989
28,3,480,3,1,10,2,125,-122.4034048,37.77542071
17,3,401,133,1,10,2,125,-122.4034048,37.77542071
2,3,401,35,1,10,2,125,-122.4034048,37.77542071
4,2,399,40,2,10,2,386,-122.3891136,37.78572819
2,3,401,134,1,10,2,125,-122.4034048,37.77542071
14,3,254,30,1,10,2,125,-122.4034048,37.77542071
30,3,242,47,1,10,1,125,-122.4034048,37.77542071
22,4,530,135,7,10,2,125,-122.4034048,37.77542071
18,4,530,133,7,10,2,125,-122.4034048,37.77542071
14,4,530,20,7,10,2,125,-122.4034048,37.77542071
20,2,395,13,2,2,2,388,-122.4389286,37.78058745
28,2,390,18,2,3,2,389,-122.4095051,37.74047152
14,4,530,35,7,10,2,125,-122.4034048,37.77542071
28,4,406,3,7,10,2,125,-122.4034048,37.77542071
28,4,406,4,7,10,2,125,-122.4034048,37.77542071
17,2,388,15,2,1,2,390,-122.4212035,37.7854812
14,2,388,44,2,4,2,391,-122.3898745,37.77541286
14,4,82,77,7,10,2,125,-122.4034048,37.77542071
14,5,537,4,6,10,2,125,-122.4034048,37.77542071
18,2,376,2,2,7,1,393,-122.4692873,37.71059165
17,5,512,29,6,10,2,125,-122.4034048,37.77542071
14,5,460,136,6,10,2,125,-122.4034048,37.77542071
14,5,341,18,6,10,2,125,-122.4034048,37.77542071
22,5,277,137,6,10,2,125,-122.4034048,37.77542071
14,2,373,3,2,9,2,397,-122.4215817,37.76170072
14,2,373,6,2,7,2,398,-122.4934685,37.72959507
18,2,362,24,2,5,2,399,-122.474112,37.78250877
18,2,361,24,2,4,1,400,-122.3900272,37.77629979
18,2,358,55,2,3,2,401,-122.4279628,37.72669256
26,5,277,12,6,10,2,125,-122.4034048,37.77542071
27,2,357,52,2,8,2,77,-122.4150669,37.78356348
26,5,247,88,6,10,2,125,-122.4034048,37.77542071
27,2,346,52,2,9,1,404,-122.4161553,37.76844961
18,2,341,24,2,3,1,405,-122.425956,37.72790521
29,2,341,5,2,9,2,406,-122.4043536,37.75375051
16,5,247,3,6,10,2,125,-122.4034048,37.77542071
17,5,87,21,6,10,2,125,-122.4034048,37.77542071
30,6,534,94,5,10,1,125,-122.4034048,37.77542071
12,6,516,61,5,10,2,125,-122.4034048,37.77542071
16,6,373,77,5,10,2,125,-122.4034048,37.77542071
16,6,373,138,5,10,2,125,-122.4034048,37.77542071
18,2,336,55,2,6,2,410,-122.4195806,37.80677992
26,2,330,30,2,4,2,411,-122.3831875,37.7316758
14,7,585,3,4,10,2,125,-122.4034048,37.77542071
26,7,512,3,4,10,2,125,-122.4034048,37.77542071
2,7,412,1,4,10,2,125,-122.4034048,37.77542071
14,2,314,21,2,6,2,413,-122.4056187,37.79032009
22,7,406,3,4,10,2,125,-122.4034048,37.77542071
4,2,305,38,2,4,2,415,-122.4046245,37.72609403
26,7,406,88,4,10,2,125,-122.4034048,37.77542071
26,2,303,30,2,4,6,416,-122.3977416,37.76507287
17,2,291,20,2,4,6,417,-122.3912434,37.7336342
2,7,334,3,4,10,2,125,-122.4034048,37.77542071
17,2,286,51,2,7,2,418,-122.4707927,37.73543166
14,2,282,3,2,1,2,419,-122.4305793,37.78541211
26,2,279,69,2,7,2,420,-122.458823,37.70844496
17,7,263,20,4,10,2,125,-122.4034048,37.77542071
4,2,277,139,2,7,2,422,-122.4497689,37.72112981
14,2,277,37,2,2,2,423,-122.4317399,37.76750708
14,2,277,31,2,6,2,424,-122.4059112,37.78807568
7,7,214,3,4,10,6,125,-122.4034048,37.77542071
17,2,275,20,2,3,2,426,-122.4223856,37.74717284
2,2,268,50,2,10,1,427,-122.412845,37.77481706
14,7,214,93,4,10,2,125,-122.4034048,37.77542071
18,8,658,94,3,10,3,125,-122.4034048,37.77542071
14,2,264,3,2,9,2,428,-122.4348568,37.76007771
12,2,263,87,2,7,2,429,-122.4775695,37.72004353
17,8,605,77,3,10,2,125,-122.4034048,37.77542071
14,8,523,3,3,10,2,125,-122.4034048,37.77542071
17,8,523,3,3,10,2,125,-122.4034048,37.77542071
14,2,263,3,2,6,2,431,-122.4035919,37.80541292
14,8,505,140,3,10,2,125,-122.4034048,37.77542071
14,8,499,86,3,10,2,125,-122.4034048,37.77542071
14,8,480,141,3,10,2,125,-122.4034048,37.77542071
14,8,277,24,3,10,2,125,-122.4034048,37.77542071
4,2,259,84,2,5,1,432,-122.4513481,37.77708897
17,2,258,142,2,3,2,433,-122.423384,37.74556203
16,2,257,61,2,2,2,434,-122.4527167,37.74574514
2,6,393,143,5,10,2,1339,-122.4034341,37.78764305
2,6,393,52,5,10,2,1339,-122.4034341,37.78764305
17,2,249,144,2,1,2,436,-122.4466404,37.79848677
14,6,193,3,5,10,2,1339,-122.4034341,37.78764305
20,8,605,139,3,10,2,1676,-122.4034341,37.78764305
13,2,619,129,2,6,1,290,-122.4039157,37.79053899
23,2,619,93,2,6,1,290,-122.4039157,37.79053899
23,2,619,94,2,6,1,290,-122.4039157,37.79053899
14,2,249,137,2,9,2,440,-122.4176479,37.76680538
29,2,249,5,2,7,2,441,-122.4720553,37.72682391
5,7,138,137,4,6,2,290,-122.4039157,37.79053899
14,3,517,6,1,10,2,36,-122.4039191,37.7871161
2,2,235,77,2,2,2,443,-122.4400536,37.77806666
14,2,235,3,2,1,2,444,-122.4223863,37.77432673
17,2,232,15,2,10,2,445,-122.4131609,37.77745666
14,2,232,3,2,6,2,446,-122.4186752,37.79733433
14,5,586,145,6,10,2,36,-122.4039191,37.7871161
14,2,230,31,2,5,2,448,-122.457076,37.78824482
4,2,228,146,2,3,2,449,-122.4404168,37.71203293
14,3,358,144,1,10,2,355,-122.4039713,37.78482831
14,3,358,29,1,10,2,355,-122.4039713,37.78482831
14,2,223,39,2,1,2,452,-122.4227772,37.7917191
14,2,223,3,2,6,2,453,-122.4125272,37.80862506
14,2,221,6,2,6,2,454,-122.4106907,37.80789119
2,2,219,77,2,10,2,455,-122.4146475,37.77244234
17,7,379,7,4,10,2,1555,-122.4039794,37.77987474
4,2,214,79,2,3,2,457,-122.4114994,37.73900872
16,2,214,93,2,2,2,458,-122.4404831,37.7755529
18,2,209,24,2,3,1,459,-122.4454715,37.73165666
17,2,199,51,2,1,2,460,-122.4241235,37.80336134
17,7,349,69,4,10,2,1555,-122.4039794,37.77987474
4,2,199,147,2,2,2,462,-122.4491381,37.76208405
29,2,199,60,2,4,2,463,-122.4090461,37.73020218
14,2,198,6,2,3,2,464,-122.4267012,37.74329433
17,5,59,77,6,10,2,1218,-122.4040716,37.77727419
14,5,59,64,6,10,2,1219,-122.4040716,37.77727419
28,2,189,129,2,2,2,466,-122.4374939,37.77987044
14,2,186,3,2,6,2,467,-122.4148223,37.80743146
4,2,186,139,2,7,2,422,-122.4496455,37.7210803
14,6,214,20,5,3,2,530,-122.404202,37.71143742
22,6,214,21,5,3,2,530,-122.404202,37.71143742
17,2,172,51,2,7,2,469,-122.4507245,37.71586212
2,2,166,77,2,3,2,470,-122.4214887,37.74312201
26,1,291,142,3,10,2,189,-122.4042702,37.78447885
20,3,586,20,1,10,2,542,-122.4042702,37.78447885
26,2,145,30,2,1,6,472,-122.4208183,37.78289465
14,3,352,31,1,10,2,542,-122.4042702,37.78447885
4,2,141,79,2,9,2,473,-122.4304676,37.74823983
18,2,137,120,2,7,2,474,-122.4828257,37.73844694
29,2,136,5,2,7,2,475,-122.4615649,37.7417383
28,5,632,20,6,10,2,542,-122.4042702,37.78447885
17,2,131,51,2,4,2,477,-122.4150679,37.72523436
14,6,460,119,5,6,2,1224,-122.4042825,37.79822493
2,6,435,31,5,6,1,1224,-122.4042825,37.79822493
29,2,127,5,2,7,2,479,-122.4608319,37.7122295
4,2,127,79,2,7,2,480,-122.456136,37.7144981
11,2,127,148,2,6,2,481,-122.4016054,37.79507461
14,2,127,3,2,7,2,482,-122.4725055,37.71850678
20,2,118,10,2,6,2,483,-122.3961706,37.79548699
29,2,114,60,2,10,2,484,-122.3944849,37.78729824
14,4,505,20,7,10,2,841,-122.404385,37.77219582
14,4,206,64,7,10,2,841,-122.404385,37.77219582
17,2,110,144,2,3,6,487,-122.4451366,37.71337126
14,2,102,3,2,7,2,488,-122.4536035,37.71998444
14,3,495,12,1,6,2,597,-122.4043871,37.80607839
14,8,373,20,3,6,2,1756,-122.4043871,37.80607839
26,5,366,49,6,4,2,1146,-122.4045092,37.73470847
26,5,366,113,6,4,2,1146,-122.4045092,37.73470847
18,5,379,51,6,6,1,1143,-122.4045861,37.79310171
4,2,59,149,2,2,2,492,-122.4401347,37.76460487
1,2,54,150,2,4,2,493,-122.4011524,37.73836283
14,7,186,26,4,6,2,1143,-122.4045861,37.79310171
29,1,277,77,3,10,2,200,-122.4046854,37.77062903
17,2,151,33,2,10,2,200,-122.4046854,37.77062903
14,4,523,18,7,6,2,828,-122.4051988,37.805247
14,2,46,4,2,7,2,321,-122.4657846,37.75749844
26,2,44,30,2,2,6,496,-122.4469169,37.76538453
2,7,373,24,4,6,2,828,-122.4051988,37.805247
31,3,618,45,1,3,2,530,-122.4052482,37.71172271
26,3,618,151,1,3,2,530,-122.4052482,37.71172271
26,3,618,27,1,3,2,530,-122.4052482,37.71172271
12,3,406,152,1,6,2,630,-122.405284,37.79655105
18,3,406,48,1,6,2,630,-122.405284,37.79655105
4,7,579,26,4,6,2,630,-122.405284,37.79655105
14,2,226,60,2,10,2,451,-122.4053955,37.78351007
29,6,543,32,5,10,2,451,-122.4053955,37.78351007
14,2,35,3,2,6,2,500,-122.414077,37.80370389
17,6,400,39,5,10,2,451,-122.4053955,37.78351007
14,7,280,153,4,10,2,451,-122.4053955,37.78351007
2,1,161,13,3,9,2,237,-122.4054558,37.75433708
2,1,161,66,3,9,2,237,-122.4054558,37.75433708
14,2,24,4,2,6,2,503,-122.4170328,37.79754233
7,3,466,12,1,9,1,611,-122.4054679,37.78192411
18,2,11,12,2,7,1,505,-122.4675141,37.76587643
22,3,466,33,1,9,1,611,-122.4054679,37.78192411
31,3,466,81,1,9,1,611,-122.4054679,37.78192411
2,4,93,82,7,6,2,978,-122.4055248,37.7977715
18,2,1,7,2,3,2,506,-122.4218805,37.7255738
7,2,1,154,2,1,1,507,-122.4206606,37.79009982
12,2,1,87,2,7,2,508,-122.4623236,37.71938766
18,2,1,24,2,1,1,509,-122.4191831,37.78309982
17,2,1,15,2,6,2,510,-122.4084331,37.79670393
2,4,93,155,7,6,2,978,-122.4055248,37.7977715
2,3,657,81,1,3,2,512,-122.4213053,37.73216388
14,3,651,3,1,7,2,513,-122.5082384,37.75188708
26,3,650,30,1,1,2,514,-122.4193872,37.78378998
2,3,648,113,1,10,2,515,-122.4179397,37.77086882
28,3,644,8,1,9,2,516,-122.4240369,37.76275139
2,4,93,12,7,6,2,978,-122.4055248,37.7977715
14,1,495,52,3,6,2,75,-122.4057448,37.79149808
14,5,579,156,6,6,2,1068,-122.4057448,37.79149808
14,5,323,46,6,6,2,1068,-122.4057448,37.79149808
14,3,632,6,1,3,2,519,-122.4260752,37.72693585
14,3,632,99,1,4,2,520,-122.3907533,37.77437923
14,3,632,37,1,5,2,521,-122.5005171,37.77648768
2,4,457,39,7,6,2,866,-122.4058005,37.79212334
14,3,632,3,1,1,2,523,-122.4257789,37.78231924
29,3,632,5,1,7,2,524,-122.4661968,37.71428028
2,4,457,4,7,6,2,866,-122.4058005,37.79212334
14,3,632,3,1,7,2,526,-122.4862455,37.75568145
17,5,407,24,6,4,2,1131,-122.4058214,37.73267812
16,5,407,12,6,4,2,1131,-122.4058214,37.73267812
14,1,349,13,3,8,1,166,-122.4058954,37.78673422
14,8,336,54,3,8,1,166,-122.4058954,37.78673422
14,8,336,46,3,8,1,166,-122.4058954,37.78673422
20,2,475,156,2,10,2,353,-122.4059343,37.78229564
24,3,370,36,1,10,1,353,-122.4059343,37.78229564
30,3,370,69,1,10,1,353,-122.4059343,37.78229564
18,3,370,30,1,10,1,353,-122.4059343,37.78229564
14,2,543,24,2,6,2,324,-122.4060002,37.78854062
17,3,615,20,1,10,2,532,-122.4047493,37.7742801
14,3,367,3,1,6,2,324,-122.4060002,37.78854062
2,4,305,157,7,6,2,914,-122.4061066,37.79361439
12,4,305,46,7,6,2,914,-122.4061066,37.79361439
7,2,36,158,2,4,1,498,-122.4061146,37.7296971
18,2,36,159,2,4,1,498,-122.4061146,37.7296971
17,3,607,160,1,4,2,535,-122.3980228,37.75862616
4,2,36,3,2,4,1,498,-122.4061146,37.7296971
14,3,605,3,1,1,2,537,-122.4239859,37.79855258
4,2,36,18,2,4,1,498,-122.4061146,37.7296971
24,2,36,2,2,4,1,498,-122.4061146,37.7296971
17,3,598,20,1,6,2,539,-122.4168291,37.7881787
18,2,618,25,2,9,1,291,-122.4063384,37.75300429
14,3,592,4,1,7,2,541,-122.4948235,37.75434848
20,3,143,3,1,9,2,291,-122.4063384,37.75300429
14,1,550,63,3,8,2,38,-122.4063518,37.78603116
14,3,583,4,1,6,2,543,-122.4001718,37.79390507
29,3,581,5,1,3,2,544,-122.4335361,37.73355614
29,3,579,5,1,4,2,545,-122.3883584,37.73530493
14,3,579,3,1,1,2,546,-122.4203074,37.78869895
14,4,388,18,7,8,1,38,-122.4063518,37.78603116
28,4,388,119,7,8,1,38,-122.4063518,37.78603116
12,8,341,26,3,6,2,1764,-122.4064294,37.80713681
30,3,570,35,1,8,1,548,-122.4132375,37.78284302
14,8,341,161,3,6,2,1764,-122.4064294,37.80713681
14,2,249,36,2,6,2,437,-122.4064296,37.80656886
18,3,565,12,1,4,1,550,-122.3879274,37.74270308
14,3,564,3,1,1,2,551,-122.4206917,37.79057707
17,3,563,20,1,9,2,552,-122.4350029,37.76088781
14,2,239,20,2,6,2,437,-122.4064296,37.80656886
30,4,480,5,7,6,1,437,-122.4064296,37.80656886
18,4,480,1,7,6,1,437,-122.4064296,37.80656886
12,4,480,30,7,6,1,437,-122.4064296,37.80656886
4,3,550,70,1,4,2,555,-122.4030394,37.76024657
2,3,550,66,1,7,1,556,-122.4820855,37.75864854
17,3,1,5,1,6,2,771,-122.4064606,37.79794667
14,3,545,26,1,10,2,558,-122.3985939,37.79056962
14,3,543,6,1,2,2,559,-122.446613,37.78224582
29,3,543,5,1,3,2,560,-122.4214483,37.74091155
14,3,543,6,1,2,2,561,-122.4592387,37.7553268
28,3,543,18,1,7,2,562,-122.4623492,37.72509921
2,5,9,78,6,6,1,771,-122.4064606,37.79794667
14,3,543,26,1,8,2,564,-122.4096862,37.78620421
29,3,543,5,1,2,2,565,-122.4398466,37.77664424
20,3,543,13,1,3,2,566,-122.406759,37.74876723
14,3,543,3,1,1,2,567,-122.4245198,37.79284128
14,8,573,12,3,6,2,771,-122.4064606,37.79794667
14,1,373,162,3,10,2,155,-122.406482,37.78273179
2,3,536,77,1,9,2,568,-122.4344469,37.76086707
14,3,480,163,1,10,2,608,-122.406482,37.78273179
17,3,536,164,1,3,2,569,-122.4239603,37.72386865
14,6,414,165,5,10,2,155,-122.406482,37.78273179
14,3,535,6,1,9,2,570,-122.4140333,37.76215866
14,6,151,166,5,10,2,608,-122.406482,37.78273179
14,3,632,94,1,10,2,522,-122.4065085,37.78033132
17,8,499,20,3,10,2,522,-122.4065085,37.78033132
17,8,470,20,3,10,2,522,-122.4065085,37.78033132
14,3,530,92,1,9,2,572,-122.4251209,37.76315281
18,3,530,24,1,5,1,573,-122.5034712,37.77168767
11,3,467,25,1,10,1,408,-122.406521,37.78506294
14,3,300,3,1,10,2,408,-122.406521,37.78506294
14,5,530,94,6,10,2,408,-122.406521,37.78506294
12,5,530,93,6,10,2,408,-122.406521,37.78506294
14,6,440,20,5,10,2,408,-122.406521,37.78506294
2,7,295,29,4,10,1,408,-122.406521,37.78506294
2,2,35,92,2,9,2,501,-122.4065391,37.75648641
31,3,220,3,1,9,2,501,-122.4065391,37.75648641
17,3,173,77,1,9,6,501,-122.4065391,37.75648641
23,3,173,167,1,9,6,501,-122.4065391,37.75648641
4,3,519,70,1,7,2,581,-122.4754586,37.7421055
17,3,173,2,1,9,6,501,-122.4065391,37.75648641
14,3,162,168,1,9,2,501,-122.4065391,37.75648641
17,4,620,161,7,9,2,501,-122.4065391,37.75648641
26,4,620,54,7,9,2,501,-122.4065391,37.75648641
17,4,592,44,7,9,2,501,-122.4065391,37.75648641
14,6,162,169,5,9,2,501,-122.4065391,37.75648641
17,7,480,3,4,9,2,501,-122.4065391,37.75648641
4,3,512,105,1,9,2,583,-122.4307837,37.75144796
4,3,512,136,1,9,2,584,-122.4190004,37.74904383
14,3,512,31,1,2,2,585,-122.4406711,37.77648328
14,3,512,3,1,3,2,586,-122.4124638,37.74729205
18,3,512,12,1,9,1,587,-122.4213554,37.75937227
14,3,512,26,1,9,2,588,-122.4099973,37.76048534
14,3,512,3,1,2,2,589,-122.4435079,37.77808926
14,3,512,3,1,6,2,590,-122.4159472,37.80054586
17,3,511,20,1,7,6,591,-122.4756443,37.74305055
17,7,336,75,4,9,2,501,-122.4065391,37.75648641
16,7,336,51,4,9,2,501,-122.4065391,37.75648641
16,7,336,170,4,9,2,501,-122.4065391,37.75648641
27,7,170,161,4,9,2,501,-122.4065391,37.75648641
14,8,285,171,3,9,1,501,-122.4065391,37.75648641
12,8,285,35,3,9,1,501,-122.4065391,37.75648641
2,8,285,3,3,9,1,501,-122.4065391,37.75648641
29,3,502,5,1,10,2,596,-122.4126203,37.77702593
28,2,411,3,2,3,1,380,-122.4065972,37.74348345
14,3,495,3,1,2,2,598,-122.4447555,37.78163133
22,2,411,172,2,3,1,380,-122.4065972,37.74348345
16,1,386,173,3,9,2,144,-122.4066049,37.75715804
16,2,338,34,2,9,8,144,-122.4066049,37.75715804
16,2,338,1,2,9,8,144,-122.4066049,37.75715804
17,7,620,24,4,9,2,144,-122.4066049,37.75715804
14,3,491,26,1,7,2,601,-122.4779767,37.72693464
28,3,490,18,1,10,2,602,-122.4166673,37.77212328
16,6,323,77,5,9,2,1356,-122.406668,37.75139334
16,6,323,49,5,9,2,1356,-122.406668,37.75139334
14,5,412,8,6,10,2,408,-122.4066906,37.78520719
14,5,199,3,6,10,2,408,-122.4066906,37.78520719
28,4,5,35,7,4,2,1017,-122.4068252,37.74105498
26,4,5,174,7,4,2,1017,-122.4068252,37.74105498
30,6,253,45,5,4,1,1017,-122.4068252,37.74105498
17,1,289,3,3,6,2,192,-122.4068865,37.78873458
14,3,480,6,1,3,2,604,-122.4221604,37.72477981
12,1,289,8,3,6,2,192,-122.4068865,37.78873458
23,3,480,175,1,2,2,605,-122.4361973,37.78378829
17,1,61,5,3,6,1,263,-122.4069776,37.7899181
18,3,480,176,1,6,2,606,-122.4149967,37.78745307
29,3,480,5,1,9,2,607,-122.4212874,37.7488499
14,2,388,31,2,6,2,263,-122.4069776,37.7899181
14,2,388,3,2,6,2,263,-122.4069776,37.7899181
27,6,114,61,5,6,2,263,-122.4069776,37.7899181
4,8,252,94,3,10,2,1792,-122.4070391,37.78075652
14,3,471,3,1,3,2,609,-122.4526193,37.71168739
2,8,252,177,3,10,2,1792,-122.4070391,37.78075652
14,3,467,39,1,10,2,610,-122.4141202,37.7741613
17,8,431,178,3,6,2,1742,-122.4071101,37.79864578
26,8,431,179,3,6,2,1742,-122.4071101,37.79864578
13,7,628,170,4,6,1,1455,-122.4072335,37.79052236
18,3,465,7,1,4,2,612,-122.3927758,37.73307817
14,3,461,3,1,7,2,613,-122.4647193,37.75663012
29,3,460,5,1,3,2,614,-122.4554234,37.7425307
14,3,460,3,1,6,2,615,-122.4015481,37.79295092
2,7,628,25,4,6,1,1455,-122.4072335,37.79052236
14,3,460,92,1,9,2,616,-122.4283554,37.76125771
17,3,454,20,1,2,2,617,-122.4591724,37.74728668
2,3,448,77,1,10,2,618,-122.4186983,37.77558941
14,3,317,180,1,8,2,359,-122.4072441,37.78656476
14,4,462,181,7,8,2,359,-122.4072441,37.78656476
18,4,462,44,7,8,2,359,-122.4072441,37.78656476
22,4,462,6,7,8,2,359,-122.4072441,37.78656476
28,3,440,8,1,4,2,621,-122.3892863,37.73109989
14,4,447,77,7,8,5,359,-122.4072441,37.78656476
4,7,232,29,4,8,2,359,-122.4072441,37.78656476
29,3,440,5,1,2,2,622,-122.4392229,37.77774275
29,3,440,5,1,5,2,623,-122.4636197,37.78770587
29,3,440,5,1,1,2,624,-122.4206907,37.79896889
29,3,440,5,1,1,2,625,-122.4275473,37.77438749
2,3,437,77,1,10,1,626,-122.4147143,37.77623104
14,8,540,77,3,8,1,359,-122.4072441,37.78656476
14,3,424,3,1,4,2,627,-122.386775,37.76537752
2,8,540,7,3,8,1,359,-122.4072441,37.78656476
27,8,463,60,3,8,1,359,-122.4072441,37.78656476
18,3,406,55,1,4,2,629,-122.3961676,37.76382349
29,4,592,87,7,9,2,797,-122.4074302,37.7638215
4,4,579,61,7,9,2,797,-122.4074302,37.7638215
13,3,406,182,1,3,2,632,-122.4262221,37.71001904
23,3,141,94,1,10,2,741,-122.4074968,37.77954963
17,3,141,35,1,10,2,741,-122.4074968,37.77954963
18,2,358,22,2,9,1,402,-122.4075383,37.76578275
26,3,406,69,1,5,2,634,-122.4993421,37.78129688
20,6,232,131,5,9,2,402,-122.4075383,37.76578275
29,8,263,27,3,9,2,1789,-122.4075383,37.76578275
29,3,406,5,1,9,2,635,-122.4215191,37.75366149
14,3,406,3,1,6,2,636,-122.4047716,37.79066776
28,1,431,183,3,6,2,117,-122.4075398,37.79224918
29,3,530,66,1,6,2,574,-122.4075398,37.79224918
14,2,338,89,2,10,1,408,-122.4076335,37.78418935
14,3,399,44,1,6,2,637,-122.4007866,37.79577999
12,3,536,49,1,10,1,408,-122.4076335,37.78418935
12,3,536,50,1,10,1,408,-122.4076335,37.78418935
18,3,390,7,1,7,2,639,-122.4631316,37.72163421
14,3,390,184,1,7,2,640,-122.4826711,37.74279814
16,3,390,61,1,10,2,641,-122.3923085,37.77669228
14,3,384,4,1,6,2,131,-122.4178548,37.80196979
14,3,379,6,1,4,2,642,-122.4036529,37.76535366
17,3,378,20,1,9,2,643,-122.4200705,37.764972
14,3,373,29,1,6,2,644,-122.4106997,37.78698819
29,3,373,5,1,4,2,645,-122.3927443,37.75436176
14,3,536,25,1,10,1,408,-122.4076335,37.78418935
14,3,445,15,1,10,1,408,-122.4076335,37.78418935
14,3,373,3,1,1,2,647,-122.4218931,37.77989123
14,4,495,48,7,10,2,408,-122.4076335,37.78418935
23,5,347,35,6,10,2,408,-122.4076335,37.78418935
20,6,535,151,5,10,2,408,-122.4076335,37.78418935
7,1,449,81,3,10,1,104,-122.4076931,37.78016307
18,1,347,18,3,10,1,104,-122.4076931,37.78016307
18,1,347,185,3,10,1,104,-122.4076931,37.78016307
14,3,206,21,1,10,2,714,-122.4077021,37.77069679
14,8,443,26,3,10,1,714,-122.4077021,37.77069679
17,3,360,142,1,7,2,649,-122.4548216,37.71568976
14,3,358,39,1,1,2,650,-122.4280017,37.78538541
5,7,390,31,4,6,2,1550,-122.4078027,37.78938189
27,7,390,37,4,6,2,1550,-122.4078027,37.78938189
18,3,358,59,1,7,2,651,-122.4701368,37.72462842
26,1,382,3,3,8,2,146,-122.4078454,37.78509432
22,3,576,186,1,8,2,146,-122.4078454,37.78509432
14,3,576,181,1,8,2,146,-122.4078454,37.78509432
2,3,440,137,1,8,2,146,-122.4078454,37.78509432
2,5,572,87,6,8,2,146,-122.4078454,37.78509432
12,6,268,26,5,8,1,146,-122.4078454,37.78509432
2,3,349,81,1,1,2,655,-122.4190171,37.78193603
12,6,1,24,5,8,2,146,-122.4078454,37.78509432
24,2,481,51,2,8,1,348,-122.4078542,37.7854922
7,2,481,65,2,8,1,348,-122.4078542,37.7854922
7,2,481,20,2,8,1,348,-122.4078542,37.7854922
2,3,341,113,1,3,1,657,-122.4176788,37.7107673
16,3,341,93,1,2,2,658,-122.451993,37.77408847
12,6,277,29,5,8,2,1366,-122.4078542,37.7854922
17,3,341,15,1,7,2,659,-122.4908167,37.7451725
20,6,277,39,5,8,2,1366,-122.4078542,37.7854922
17,3,340,15,1,1,2,660,-122.4300758,37.78314259
4,3,339,79,1,3,2,661,-122.4457196,37.73640215
18,3,337,24,1,3,1,662,-122.4448406,37.70858328
18,3,329,24,1,4,1,663,-122.3939059,37.73378954
14,3,327,37,1,6,1,290,-122.4038222,37.79007905
14,6,277,74,5,8,2,1366,-122.4078542,37.7854922
30,6,277,16,5,8,2,1366,-122.4078542,37.7854922
14,7,562,50,4,10,2,408,-122.4079025,37.78425318
12,7,562,77,4,10,2,408,-122.4079025,37.78425318
28,3,322,158,1,10,2,666,-122.410832,37.77321713
16,3,406,88,1,10,2,631,-122.4079992,37.77782417
16,3,406,21,1,10,2,631,-122.4079992,37.77782417
16,4,630,46,7,10,2,631,-122.4079992,37.77782417
16,4,630,185,7,10,2,631,-122.4079992,37.77782417
16,6,424,2,5,10,2,631,-122.4079992,37.77782417
16,6,424,13,5,10,2,631,-122.4079992,37.77782417
16,7,480,20,4,10,2,631,-122.4079992,37.77782417
16,7,480,79,4,10,2,631,-122.4079992,37.77782417
21,8,480,3,3,10,2,631,-122.4079992,37.77782417
14,3,305,3,1,1,2,668,-122.4296293,37.78489667
16,8,480,164,3,10,2,631,-122.4079992,37.77782417
18,3,239,187,1,8,1,702,-122.4080405,37.7864094
30,4,191,21,7,8,2,959,-122.4080405,37.7864094
4,3,294,146,1,7,2,671,-122.4744878,37.74866061
14,2,242,20,2,10,2,442,-122.4080683,37.78399168
4,3,289,40,1,8,2,673,-122.416352,37.78160314
18,3,348,20,1,10,1,442,-122.4080683,37.78399168
2,3,278,81,1,7,2,675,-122.4847802,37.71844893
